Restaurant_ID,Restaurant_Name,City,Area,Cuisine_Type,Restaurant_Type,Price_Range,Rating,Total_Reviews,Avg_Delivery_Time_Min,Monthly_Orders,Avg_Order_Value_INR,Years_Active,Review_Sentiment_Score,Discount_Offered_Pct,On_Zomato,On_Swiggy,Staff_Count,Success_Score,Status,Monthly_Revenue,Revenue_Band,Dual_Platform,Sentiment_Category,Delivery_Speed,Rating_Band
R0107,Restaurant_107,Pune,Hadapsar,Street Food,Delivery Only,Budget (< ₹200),2.7,3311,65,2060,718,4.4,-0.06,0,Yes,Yes,44,24.9,Closed,1479080,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0108,Restaurant_108,Ahmedabad,Bodakdev,Street Food,Cafe,Mid-range (₹200-₹500),4.7,4566,60,2507,366,7.8,-0.57,50,Yes,Yes,36,64.2,Stable,917562,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.5+
R0109,Restaurant_109,Bangalore,Indiranagar,Biryani,Delivery Only,Premium (₹500-₹1000),4.9,4300,38,423,436,2.4,0.92,20,Yes,Yes,42,75.4,Thriving,184428,Low (<5L),Both Platforms,Positive,Normal (30–45 min),4.5+
R0110,Restaurant_110,Bangalore,Jayanagar,Cafe,Delivery Only,Mid-range (₹200-₹500),4.1,2815,73,2408,222,8.3,-0.75,0,Yes,Yes,39,48.9,Stable,534576,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0111,Restaurant_111,Delhi,Dwarka,Street Food,Cafe,Premium (₹500-₹1000),3.7,3376,39,1957,254,7.0,-0.52,30,No,No,16,48.9,Stable,497078,Low (<5L),No Platform,Negative,Normal (30–45 min),3.5–4.0
R0112,Restaurant_112,Bangalore,Whitefield,Biryani,Cafe,Luxury (> ₹1000),2.8,3085,52,2400,288,3.5,0.04,20,No,Yes,12,30.9,Closed,691200,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),<3.0
R0113,Restaurant_113,Kolkata,Bhowanipur,Continental,Delivery Only,Mid-range (₹200-₹500),4.5,4782,66,1380,374,7.7,0.1,50,No,No,22,65.3,Stable,516120,Medium (5–15L),No Platform,Neutral,Slow (>45 min),4.0–4.5
R0114,Restaurant_114,Mumbai,Colaba,Street Food,Quick Service,Mid-range (₹200-₹500),3.0,2940,23,307,468,5.2,0.79,40,Yes,Yes,9,39.3,Struggling,143676,Low (<5L),Both Platforms,Positive,Fast (<30 min),<3.0
R0115,Restaurant_115,Pune,Hadapsar,Biryani,Dine-in,Luxury (> ₹1000),2.6,4652,32,1584,746,3.2,-0.1,40,Yes,Yes,11,50.7,Stable,1181664,Medium (5–15L),Both Platforms,Neutral,Normal (30–45 min),<3.0
R0116,Restaurant_116,Kolkata,New Town,Biryani,Fine Dining,Premium (₹500-₹1000),4.4,1680,58,2185,591,5.3,-0.72,10,Yes,No,36,52.0,Stable,1291335,Medium (5–15L),Zomato Only,Negative,Slow (>45 min),4.0–4.5
R0117,Restaurant_117,Bangalore,Whitefield,Cafe,Cafe,Mid-range (₹200-₹500),3.5,2501,57,1477,699,8.4,0.16,20,No,Yes,26,39.4,Closed,1032423,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),3.0–3.5
R0118,Restaurant_118,Kolkata,Bhowanipur,Fast Food,Dine-in,Luxury (> ₹1000),3.2,4788,56,1032,918,1.0,0.06,50,No,Yes,46,39.5,Struggling,947376,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),3.0–3.5
R0119,Restaurant_119,Mumbai,Andheri,North Indian,Quick Service,Premium (₹500-₹1000),3.5,3432,64,935,600,5.3,0.3,40,Yes,Yes,36,37.2,Closed,561000,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0120,Restaurant_120,Ahmedabad,Vastrapur,Continental,Cafe,Mid-range (₹200-₹500),3.6,4417,41,2337,542,6.9,0.76,20,No,Yes,18,58.1,Stable,1266654,Medium (5–15L),Swiggy Only,Positive,Normal (30–45 min),3.5–4.0
R0121,Restaurant_121,Chennai,Anna Nagar,Fast Food,Cafe,Mid-range (₹200-₹500),4.2,4055,40,2065,537,5.8,0.88,20,Yes,Yes,39,73.7,Thriving,1108905,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),4.0–4.5
R0122,Restaurant_122,Kolkata,Ballygunge,Biryani,Delivery Only,Premium (₹500-₹1000),2.6,697,42,1911,851,2.9,0.06,10,Yes,Yes,11,18.0,Closed,1626261,High (>15L),Both Platforms,Neutral,Normal (30–45 min),<3.0
R0123,Restaurant_123,Hyderabad,Jubilee Hills,North Indian,Fine Dining,Mid-range (₹200-₹500),4.1,480,26,1792,518,7.3,-0.62,10,Yes,Yes,29,51.2,Stable,928256,Medium (5–15L),Both Platforms,Negative,Fast (<30 min),4.0–4.5
R0124,Restaurant_124,Ahmedabad,CG Road,Italian,Cafe,Premium (₹500-₹1000),3.2,534,69,466,847,6.0,0.16,0,Yes,No,14,31.3,Closed,394702,Low (<5L),Zomato Only,Neutral,Slow (>45 min),3.0–3.5
R0125,Restaurant_125,Kolkata,Ballygunge,Chinese,Cafe,Budget (< ₹200),2.5,4702,58,539,1130,9.8,-0.29,50,No,Yes,35,27.8,Closed,609070,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),<3.0
R0126,Restaurant_126,Mumbai,Juhu,Chinese,Quick Service,Premium (₹500-₹1000),4.3,165,67,1480,989,3.3,0.41,10,Yes,No,30,45.8,Stable,1463720,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),4.0–4.5
R0127,Restaurant_127,Mumbai,Colaba,South Indian,Delivery Only,Mid-range (₹200-₹500),3.7,2082,20,1168,572,2.7,0.56,20,Yes,Yes,19,55.2,Stable,668096,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),3.5–4.0
R0128,Restaurant_128,Hyderabad,Banjara Hills,South Indian,Quick Service,Premium (₹500-₹1000),2.9,4166,65,1373,886,1.6,0.85,20,Yes,Yes,17,50.3,Stable,1216478,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0129,Restaurant_129,Ahmedabad,Satellite,Mughlai,Fine Dining,Premium (₹500-₹1000),3.5,4549,50,2301,1001,6.8,-0.41,10,Yes,No,36,57.7,Stable,2303301,High (>15L),Zomato Only,Negative,Slow (>45 min),3.0–3.5
R0130,Restaurant_130,Mumbai,Dadar,South Indian,Dine-in,Mid-range (₹200-₹500),3.9,1277,30,1443,1054,5.4,-0.59,10,No,Yes,35,44.7,Struggling,1520922,High (>15L),Swiggy Only,Negative,Fast (<30 min),3.5–4.0
R0131,Restaurant_131,Delhi,Dwarka,Chinese,Fine Dining,Luxury (> ₹1000),3.6,522,55,1993,868,8.2,0.5,30,Yes,Yes,50,35.5,Closed,1729924,High (>15L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0132,Restaurant_132,Kolkata,New Town,South Indian,Fine Dining,Budget (< ₹200),4.8,615,50,229,473,4.4,0.58,30,Yes,No,31,60.7,Stable,108317,Low (<5L),Zomato Only,Positive,Slow (>45 min),4.5+
R0133,Restaurant_133,Kolkata,Ballygunge,South Indian,Fine Dining,Mid-range (₹200-₹500),4.1,2898,27,831,1196,5.6,0.15,10,Yes,Yes,22,56.0,Stable,993876,Medium (5–15L),Both Platforms,Neutral,Fast (<30 min),4.0–4.5
R0134,Restaurant_134,Kolkata,Bhowanipur,Continental,Delivery Only,Mid-range (₹200-₹500),3.7,1320,37,872,1139,8.8,0.58,0,No,Yes,18,38.5,Closed,993208,Medium (5–15L),Swiggy Only,Positive,Normal (30–45 min),3.5–4.0
R0135,Restaurant_135,Delhi,Dwarka,Cafe,Dine-in,Mid-range (₹200-₹500),4.4,3345,48,1059,732,2.6,0.75,0,Yes,Yes,17,69.5,Stable,775188,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),4.0–4.5
R0136,Restaurant_136,Pune,Baner,Cafe,Cafe,Mid-range (₹200-₹500),3.3,1223,62,2235,406,4.4,-0.3,50,Yes,No,38,34.9,Struggling,907410,Medium (5–15L),Zomato Only,Negative,Slow (>45 min),3.0–3.5
R0137,Restaurant_137,Kolkata,Bhowanipur,Biryani,Quick Service,Luxury (> ₹1000),2.9,3133,31,2303,664,2.8,-0.39,10,No,Yes,38,40.6,Struggling,1529192,High (>15L),Swiggy Only,Negative,Normal (30–45 min),<3.0
R0138,Restaurant_138,Kolkata,Bhowanipur,Street Food,Delivery Only,Luxury (> ₹1000),3.1,1715,41,2748,260,9.3,0.72,0,Yes,Yes,20,43.1,Struggling,714480,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0139,Restaurant_139,Delhi,Connaught Place,Italian,Fine Dining,Mid-range (₹200-₹500),3.7,2777,39,162,396,9.4,0.93,0,No,Yes,47,50.1,Stable,64152,Low (<5L),Swiggy Only,Positive,Normal (30–45 min),3.5–4.0
R0140,Restaurant_140,Hyderabad,Madhapur,Italian,Fine Dining,Premium (₹500-₹1000),4.4,3168,49,2285,844,3.9,-0.33,50,No,No,9,69.1,Stable,1928540,High (>15L),No Platform,Negative,Slow (>45 min),4.0–4.5
R0141,Restaurant_141,Ahmedabad,Prahlad Nagar,Italian,Cafe,Premium (₹500-₹1000),3.5,4658,75,1006,939,1.9,-0.33,30,Yes,Yes,15,39.6,Closed,944634,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),3.0–3.5
R0142,Restaurant_142,Hyderabad,Madhapur,Street Food,Cafe,Premium (₹500-₹1000),4.4,4052,66,2728,937,5.2,-0.5,20,Yes,Yes,49,65.5,Stable,2556136,High (>15L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0143,Restaurant_143,Bangalore,Jayanagar,North Indian,Fine Dining,Budget (< ₹200),4.6,658,72,2837,229,7.8,-0.06,10,Yes,Yes,3,50.1,Stable,649673,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),4.5+
R0144,Restaurant_144,Ahmedabad,Prahlad Nagar,North Indian,Fine Dining,Luxury (> ₹1000),4.1,178,20,2279,744,4.4,-0.77,20,Yes,Yes,35,56.1,Stable,1695576,High (>15L),Both Platforms,Negative,Fast (<30 min),4.0–4.5
R0145,Restaurant_145,Kolkata,Salt Lake,South Indian,Dine-in,Mid-range (₹200-₹500),3.1,4362,36,1551,453,8.1,-0.66,30,No,Yes,47,38.8,Struggling,702603,Medium (5–15L),Swiggy Only,Negative,Normal (30–45 min),3.0–3.5
R0146,Restaurant_146,Mumbai,Powai,North Indian,Dine-in,Luxury (> ₹1000),3.4,4577,50,329,832,0.6,-0.49,40,No,Yes,39,51.4,Stable,273728,Low (<5L),Swiggy Only,Negative,Slow (>45 min),3.0–3.5
R0147,Restaurant_147,Mumbai,Dadar,North Indian,Delivery Only,Mid-range (₹200-₹500),4.8,4693,50,1210,227,9.3,0.43,20,Yes,Yes,23,64.1,Stable,274670,Low (<5L),Both Platforms,Positive,Slow (>45 min),4.5+
R0148,Restaurant_148,Hyderabad,Gachibowli,Chinese,Quick Service,Budget (< ₹200),3.2,4669,35,2421,1034,8.6,0.42,50,Yes,No,50,49.9,Stable,2503314,High (>15L),Zomato Only,Positive,Normal (30–45 min),3.0–3.5
R0149,Restaurant_149,Mumbai,Dadar,Biryani,Dine-in,Budget (< ₹200),3.6,672,41,2578,967,6.3,0.27,20,Yes,Yes,31,46.1,Stable,2492926,High (>15L),Both Platforms,Neutral,Normal (30–45 min),3.5–4.0
R0150,Restaurant_150,Pune,Baner,Continental,Quick Service,Mid-range (₹200-₹500),4.2,3163,25,2633,482,8.1,0.48,0,Yes,Yes,27,74.7,Thriving,1269106,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),4.0–4.5
R0151,Restaurant_151,Bangalore,MG Road,Continental,Cafe,Premium (₹500-₹1000),2.8,92,39,1921,548,7.7,-0.62,0,Yes,No,31,25.0,Struggling,1052708,Medium (5–15L),Zomato Only,Negative,Normal (30–45 min),<3.0
R0152,Restaurant_152,Mumbai,Bandra,South Indian,Cafe,Budget (< ₹200),4.0,2707,75,1677,192,3.3,-0.1,0,Yes,Yes,46,45.3,Stable,321984,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0153,Restaurant_153,Bangalore,Whitefield,Fast Food,Cafe,Luxury (> ₹1000),2.9,1419,47,1230,611,3.3,0.61,20,Yes,Yes,49,34.4,Struggling,751530,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0154,Restaurant_154,Hyderabad,Madhapur,South Indian,Delivery Only,Premium (₹500-₹1000),2.5,3291,41,2640,569,8.1,-0.21,20,No,Yes,22,33.5,Struggling,1502160,High (>15L),Swiggy Only,Neutral,Normal (30–45 min),<3.0
R0155,Restaurant_155,Hyderabad,Madhapur,Biryani,Delivery Only,Luxury (> ₹1000),4.9,2437,67,2946,828,5.2,0.24,10,Yes,No,20,77.0,Thriving,2439288,High (>15L),Zomato Only,Neutral,Slow (>45 min),4.5+
R0156,Restaurant_156,Kolkata,New Town,South Indian,Fine Dining,Mid-range (₹200-₹500),4.0,4519,31,2892,966,5.7,0.92,40,Yes,No,21,81.6,Thriving,2793672,High (>15L),Zomato Only,Positive,Normal (30–45 min),3.5–4.0
R0157,Restaurant_157,Mumbai,Colaba,Mughlai,Delivery Only,Premium (₹500-₹1000),3.1,1312,65,1833,988,4.1,0.01,40,No,No,37,21.8,Closed,1811004,High (>15L),No Platform,Neutral,Slow (>45 min),3.0–3.5
R0158,Restaurant_158,Pune,Wakad,Street Food,Fine Dining,Budget (< ₹200),2.8,2083,62,2822,543,2.1,0.3,30,Yes,No,9,26.6,Closed,1532346,High (>15L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0159,Restaurant_159,Hyderabad,Madhapur,Biryani,Quick Service,Luxury (> ₹1000),4.4,4871,64,2149,334,3.8,-0.76,0,Yes,No,8,56.4,Stable,717766,Medium (5–15L),Zomato Only,Negative,Slow (>45 min),4.0–4.5
R0160,Restaurant_160,Bangalore,Whitefield,Fast Food,Cafe,Luxury (> ₹1000),4.5,4318,50,1526,667,1.4,0.5,40,Yes,Yes,22,60.3,Stable,1017842,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),4.0–4.5
R0161,Restaurant_161,Mumbai,Bandra,Biryani,Dine-in,Mid-range (₹200-₹500),4.8,2048,53,814,745,2.0,0.21,40,Yes,No,43,53.2,Stable,606430,Medium (5–15L),Zomato Only,Neutral,Slow (>45 min),4.5+
R0162,Restaurant_162,Kolkata,Ballygunge,North Indian,Fine Dining,Mid-range (₹200-₹500),3.6,3568,44,118,901,2.5,-0.3,0,Yes,Yes,26,38.7,Struggling,106318,Low (<5L),Both Platforms,Negative,Normal (30–45 min),3.5–4.0
R0163,Restaurant_163,Chennai,Mylapore,Mughlai,Fine Dining,Premium (₹500-₹1000),4.0,3265,57,567,536,3.8,0.02,10,Yes,Yes,46,41.3,Struggling,303912,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0164,Restaurant_164,Mumbai,Andheri,Fast Food,Dine-in,Mid-range (₹200-₹500),3.4,1208,52,1691,608,6.2,0.23,30,Yes,No,43,39.2,Struggling,1028128,Medium (5–15L),Zomato Only,Neutral,Slow (>45 min),3.0–3.5
R0165,Restaurant_165,Bangalore,Jayanagar,Chinese,Quick Service,Premium (₹500-₹1000),2.9,2627,73,1947,814,1.0,-0.15,0,No,Yes,15,37.6,Struggling,1584858,High (>15L),Swiggy Only,Neutral,Slow (>45 min),<3.0
R0166,Restaurant_166,Ahmedabad,CG Road,Mughlai,Quick Service,Luxury (> ₹1000),3.7,727,56,226,994,7.7,-0.27,20,Yes,Yes,13,36.3,Struggling,224644,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0167,Restaurant_167,Ahmedabad,Vastrapur,Street Food,Dine-in,Budget (< ₹200),3.2,4499,72,1602,735,8.3,-0.73,40,Yes,No,9,43.9,Struggling,1177470,Medium (5–15L),Zomato Only,Negative,Slow (>45 min),3.0–3.5
R0168,Restaurant_168,Hyderabad,Hitech City,North Indian,Quick Service,Premium (₹500-₹1000),3.4,762,48,580,974,8.2,-0.42,20,No,Yes,42,21.4,Closed,564920,Medium (5–15L),Swiggy Only,Negative,Slow (>45 min),3.0–3.5
R0169,Restaurant_169,Hyderabad,Jubilee Hills,North Indian,Fine Dining,Premium (₹500-₹1000),3.8,4939,54,789,511,9.8,-0.27,20,Yes,Yes,29,60.7,Stable,403179,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.5–4.0
R0170,Restaurant_170,Chennai,Mylapore,Chinese,Delivery Only,Mid-range (₹200-₹500),2.9,2688,73,1113,959,8.5,-0.09,10,Yes,No,27,26.7,Struggling,1067367,Medium (5–15L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0171,Restaurant_171,Mumbai,Colaba,Street Food,Cafe,Premium (₹500-₹1000),3.6,4048,40,2483,182,8.8,0.72,0,No,Yes,7,67.7,Stable,451906,Low (<5L),Swiggy Only,Positive,Normal (30–45 min),3.5–4.0
R0172,Restaurant_172,Kolkata,Salt Lake,Continental,Delivery Only,Luxury (> ₹1000),3.2,2373,41,2341,771,1.7,0.73,20,Yes,Yes,9,50.4,Stable,1804911,High (>15L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0173,Restaurant_173,Ahmedabad,Navrangpura,South Indian,Delivery Only,Luxury (> ₹1000),3.6,3554,32,2920,1111,1.8,0.37,10,Yes,Yes,44,59.1,Stable,3244120,High (>15L),Both Platforms,Positive,Normal (30–45 min),3.5–4.0
R0174,Restaurant_174,Mumbai,Juhu,Chinese,Dine-in,Luxury (> ₹1000),4.1,1968,47,2784,273,7.2,-0.8,40,Yes,Yes,40,48.5,Stable,760032,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0175,Restaurant_175,Ahmedabad,Navrangpura,North Indian,Cafe,Budget (< ₹200),5.0,3509,64,641,669,1.2,-0.11,0,Yes,Yes,26,71.5,Thriving,428829,Low (<5L),Both Platforms,Neutral,Slow (>45 min),4.5+
R0176,Restaurant_176,Bangalore,HSR Layout,Chinese,Delivery Only,Budget (< ₹200),3.8,119,59,2762,348,4.7,0.5,10,No,No,16,37.5,Closed,961176,Medium (5–15L),No Platform,Positive,Slow (>45 min),3.5–4.0
R0177,Restaurant_177,Mumbai,Dadar,Continental,Cafe,Luxury (> ₹1000),3.3,1195,35,1234,840,1.3,0.2,20,Yes,Yes,16,38.1,Struggling,1036560,Medium (5–15L),Both Platforms,Neutral,Normal (30–45 min),3.0–3.5
R0178,Restaurant_178,Kolkata,New Town,North Indian,Delivery Only,Luxury (> ₹1000),3.5,2024,51,2713,788,1.2,0.8,0,Yes,Yes,11,49.2,Stable,2137844,High (>15L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0179,Restaurant_179,Kolkata,New Town,Street Food,Delivery Only,Luxury (> ₹1000),4.9,647,21,2505,249,0.6,-0.41,0,No,Yes,43,71.5,Thriving,623745,Medium (5–15L),Swiggy Only,Negative,Fast (<30 min),4.5+
R0180,Restaurant_180,Kolkata,Ballygunge,Continental,Dine-in,Mid-range (₹200-₹500),3.2,2588,25,2194,1123,2.4,0.65,50,Yes,No,40,53.5,Stable,2463862,High (>15L),Zomato Only,Positive,Fast (<30 min),3.0–3.5
R0181,Restaurant_181,Mumbai,Juhu,Continental,Delivery Only,Budget (< ₹200),3.1,3609,27,1957,806,6.3,-0.24,10,Yes,Yes,48,40.0,Closed,1577342,High (>15L),Both Platforms,Neutral,Fast (<30 min),3.0–3.5
R0182,Restaurant_182,Ahmedabad,Prahlad Nagar,Street Food,Fine Dining,Premium (₹500-₹1000),2.9,1089,67,1200,930,8.9,0.59,0,Yes,No,20,26.8,Closed,1116000,Medium (5–15L),Zomato Only,Positive,Slow (>45 min),<3.0
R0183,Restaurant_183,Mumbai,Colaba,Mughlai,Fine Dining,Premium (₹500-₹1000),2.6,4693,30,1606,341,2.9,-0.61,0,Yes,Yes,5,46.5,Stable,547646,Medium (5–15L),Both Platforms,Negative,Fast (<30 min),<3.0
R0184,Restaurant_184,Delhi,Lajpat Nagar,North Indian,Quick Service,Premium (₹500-₹1000),3.5,1279,31,244,746,8.1,0.49,30,Yes,Yes,18,36.9,Struggling,182024,Low (<5L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0185,Restaurant_185,Chennai,T Nagar,Cafe,Cafe,Budget (< ₹200),3.8,481,31,1014,1003,5.4,-0.72,30,Yes,No,21,43.5,Struggling,1017042,Medium (5–15L),Zomato Only,Negative,Normal (30–45 min),3.5–4.0
R0186,Restaurant_186,Chennai,Adyar,South Indian,Fine Dining,Luxury (> ₹1000),2.5,1693,38,2409,983,3.4,0.32,40,Yes,No,15,37.5,Struggling,2368047,High (>15L),Zomato Only,Positive,Normal (30–45 min),<3.0
R0187,Restaurant_187,Hyderabad,Jubilee Hills,North Indian,Quick Service,Budget (< ₹200),3.1,2887,60,2940,1078,0.6,-0.2,30,Yes,Yes,16,43.4,Struggling,3169320,High (>15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0188,Restaurant_188,Hyderabad,Madhapur,Mughlai,Dine-in,Mid-range (₹200-₹500),4.3,812,22,1048,1098,8.5,-0.06,20,No,Yes,40,44.5,Struggling,1150704,Medium (5–15L),Swiggy Only,Neutral,Fast (<30 min),4.0–4.5
R0189,Restaurant_189,Bangalore,MG Road,Continental,Dine-in,Budget (< ₹200),3.6,1120,35,1294,447,8.6,0.87,30,Yes,Yes,31,41.3,Struggling,578418,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),3.5–4.0
R0190,Restaurant_190,Mumbai,Andheri,Chinese,Fine Dining,Budget (< ₹200),2.9,1396,48,2008,501,4.4,0.16,10,No,Yes,32,28.5,Closed,1006008,Medium (5–15L),Swiggy Only,Neutral,Slow (>45 min),<3.0
R0191,Restaurant_191,Bangalore,MG Road,Fast Food,Fine Dining,Budget (< ₹200),3.0,2735,29,473,908,2.9,-0.16,50,Yes,Yes,19,41.1,Struggling,429484,Low (<5L),Both Platforms,Neutral,Fast (<30 min),<3.0
R0192,Restaurant_192,Bangalore,Koramangala,Continental,Quick Service,Mid-range (₹200-₹500),2.7,884,71,672,304,0.6,0.69,10,Yes,Yes,28,16.8,Closed,204288,Low (<5L),Both Platforms,Positive,Slow (>45 min),<3.0
R0193,Restaurant_193,Mumbai,Dadar,Cafe,Cafe,Budget (< ₹200),2.6,578,32,2745,634,8.2,-0.63,20,Yes,Yes,32,19.1,Closed,1740330,High (>15L),Both Platforms,Negative,Normal (30–45 min),<3.0
R0194,Restaurant_194,Kolkata,Tollygunge,Continental,Quick Service,Budget (< ₹200),3.5,3545,31,1549,399,9.1,-0.31,40,Yes,Yes,42,52.6,Stable,618051,Medium (5–15L),Both Platforms,Negative,Normal (30–45 min),3.0–3.5
R0195,Restaurant_195,Hyderabad,Ameerpet,Fast Food,Quick Service,Luxury (> ₹1000),4.7,3974,23,459,466,4.1,-0.05,50,Yes,Yes,27,74.2,Thriving,213894,Low (<5L),Both Platforms,Neutral,Fast (<30 min),4.5+
R0196,Restaurant_196,Pune,Hadapsar,Street Food,Quick Service,Premium (₹500-₹1000),4.8,4165,40,1690,456,2.2,-0.23,10,Yes,Yes,6,78.9,Thriving,770640,Medium (5–15L),Both Platforms,Neutral,Normal (30–45 min),4.5+
R0197,Restaurant_197,Ahmedabad,Vastrapur,Biryani,Fine Dining,Mid-range (₹200-₹500),4.9,870,35,2790,426,3.0,0.67,0,Yes,No,25,80.9,Thriving,1188540,Medium (5–15L),Zomato Only,Positive,Normal (30–45 min),4.5+
R0198,Restaurant_198,Bangalore,Indiranagar,Italian,Fine Dining,Premium (₹500-₹1000),4.5,2989,57,215,900,7.2,0.91,10,Yes,No,37,54.4,Stable,193500,Low (<5L),Zomato Only,Positive,Slow (>45 min),4.0–4.5
R0199,Restaurant_199,Ahmedabad,Navrangpura,South Indian,Dine-in,Mid-range (₹200-₹500),4.0,213,53,2057,180,3.7,0.31,10,Yes,Yes,23,37.3,Closed,370260,Low (<5L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0200,Restaurant_200,Bangalore,Koramangala,Street Food,Cafe,Budget (< ₹200),3.4,3290,57,513,524,3.4,-0.55,10,No,No,44,32.3,Struggling,268812,Low (<5L),No Platform,Negative,Slow (>45 min),3.0–3.5
R0201,Restaurant_201,Pune,Viman Nagar,Cafe,Delivery Only,Luxury (> ₹1000),3.3,2462,28,827,926,0.5,0.46,30,Yes,Yes,41,39.8,Struggling,765802,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),3.0–3.5
R0202,Restaurant_202,Hyderabad,Ameerpet,Cafe,Dine-in,Luxury (> ₹1000),2.9,687,35,1520,1185,3.5,0.35,0,Yes,No,3,26.8,Closed,1801200,High (>15L),Zomato Only,Positive,Normal (30–45 min),<3.0
R0203,Restaurant_203,Mumbai,Juhu,Fast Food,Dine-in,Budget (< ₹200),2.6,3639,66,1818,1172,2.1,-0.05,30,Yes,No,9,38.4,Struggling,2130696,High (>15L),Zomato Only,Neutral,Slow (>45 min),<3.0
R0204,Restaurant_204,Hyderabad,Jubilee Hills,Mughlai,Dine-in,Budget (< ₹200),3.2,2660,36,528,255,3.7,0.8,10,Yes,Yes,24,43.2,Struggling,134640,Low (<5L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0205,Restaurant_205,Ahmedabad,Bodakdev,North Indian,Quick Service,Mid-range (₹200-₹500),4.0,3606,30,319,283,3.6,0.95,30,Yes,Yes,22,53.5,Stable,90277,Low (<5L),Both Platforms,Positive,Fast (<30 min),3.5–4.0
R0206,Restaurant_206,Delhi,Dwarka,Cafe,Fine Dining,Luxury (> ₹1000),2.9,3005,20,1851,269,3.3,0.39,40,Yes,Yes,4,39.8,Struggling,497919,Low (<5L),Both Platforms,Positive,Fast (<30 min),<3.0
R0207,Restaurant_207,Mumbai,Colaba,South Indian,Cafe,Luxury (> ₹1000),3.7,2220,25,2729,737,4.2,-0.13,30,Yes,Yes,31,47.0,Stable,2011273,High (>15L),Both Platforms,Neutral,Fast (<30 min),3.5–4.0
R0208,Restaurant_208,Ahmedabad,CG Road,Fast Food,Delivery Only,Premium (₹500-₹1000),3.9,1288,68,2952,863,1.4,0.4,50,No,Yes,38,41.9,Struggling,2547576,High (>15L),Swiggy Only,Positive,Slow (>45 min),3.5–4.0
R0209,Restaurant_209,Kolkata,Bhowanipur,Continental,Fine Dining,Luxury (> ₹1000),3.9,1980,50,1324,260,4.3,0.74,0,Yes,Yes,31,44.1,Struggling,344240,Low (<5L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0210,Restaurant_210,Bangalore,Indiranagar,Italian,Delivery Only,Budget (< ₹200),3.6,3616,32,2669,331,8.4,-0.34,0,Yes,No,38,55.3,Stable,883439,Medium (5–15L),Zomato Only,Negative,Normal (30–45 min),3.5–4.0
R0211,Restaurant_211,Pune,Kothrud,Street Food,Quick Service,Budget (< ₹200),4.5,4863,53,1818,295,4.4,-0.53,0,Yes,Yes,21,74.6,Thriving,536310,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0212,Restaurant_212,Pune,Hadapsar,Fast Food,Quick Service,Luxury (> ₹1000),3.9,3925,22,805,462,4.3,0.31,30,Yes,No,24,63.1,Stable,371910,Low (<5L),Zomato Only,Positive,Fast (<30 min),3.5–4.0
R0213,Restaurant_213,Delhi,Karol Bagh,Mughlai,Cafe,Premium (₹500-₹1000),2.6,2532,39,1248,1043,5.2,0.45,0,Yes,Yes,22,41.9,Struggling,1301664,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),<3.0
